srcname,cpe_vendor,cpe_product,cpe_edition,cpe_lang,cpe_sw_edition,cpe_target_sw,cpe_target_hw,cpe_other
net/glusterfs,gluster,glusterfs,*,*,*,*,*,*
net/grilo,gnome,grilo,*,*,*,*,*,*
net/gtk-vnc,gnome,gtk-vnc,*,*,*,*,*,*
net/gupnp,gnome,gupnp,*,*,*,*,*,*
net/gupnp14,gnome,gupnp,*,*,*,*,*,*
net/haproxy,haproxy,haproxy,*,*,*,*,*,*
net/haproxy-devel,haproxy,haproxy,*,*,*,*,*,*
net/haproxy17,haproxy,haproxy,*,*,*,*,*,*
net/haproxy18,haproxy,haproxy,*,*,*,*,*,*
net/haproxy20,haproxy,haproxy,*,*,*,*,*,*
net/haproxy22,haproxy,haproxy,*,*,*,*,*,*
net/haproxy23,haproxy,haproxy,*,*,*,*,*,*
net/haproxy24,haproxy,haproxy,*,*,*,*,*,*
net/hostapd,w1.fi,hostapd,*,*,*,*,*,*
net/isc-dhcp44-client,isc,dhcp,*,*,*,*,*,*
net/isc-dhcp44-relay,isc,dhcp,*,*,*,*,*,*
net/isc-dhcp44-server,isc,dhcp,*,*,*,*,*,*
net/kafka,apache,kafka,*,*,*,*,*,*
net/kamailio,kamailio,kamailio,*,*,*,*,*,*
net/kea,isc,kea,*,*,*,*,*,*
net/keycloak,keycloak,keycloak,*,*,*,*,*,*
net/keycloak,redhat,keycloak,*,*,*,*,*,*
net/kube-controller-manager,kubernetes,kubernetes,*,*,*,*,*,*
net/kube-scheduler,kubernetes,kubernetes,*,*,*,*,*,*
net/libexosip2,gnu,exosip,*,*,*,*,*,*
net/libgrss,gnome,libgrss,*,*,*,*,*,*
net/libmaxminddb,maxmind,libmaxminddb,*,*,*,*,*,*
net/libnids,libnids_project,libnids,*,*,*,*,*,*
net/liboping,noping,liboping,*,*,*,*,*,*
net/libosip2,gnu,osip,*,*,*,*,*,*
net/libpcap,tcpdump,libpcap,*,*,*,*,*,*
net/libproxy,libproxy_project,libproxy,*,*,*,*,*,*
net/librsync,librsync_project,librsync,*,*,*,*,*,*
net/libslirp,libslirp_project,libslirp,*,*,*,*,*,*
net/libvncserver,libvnc_project,libvncserver,*,*,*,*,*,*
net/libvncserver,libvncserver,libvncserver,*,*,*,*,*,*
net/libvncserver,libvncserver_project,libvncserver,*,*,*,*,*,*
net/libyang,cesnet,libyang,*,*,*,*,*,*
net/libzapojit,gnome,libzapojit,*,*,*,*,*,*
net/libzmq2,zeromq,libzmq,*,*,*,*,*,*
net/libzmq2,zeromq,zeromq,*,*,*,*,*,*
net/libzmq3,zeromq,libzmq,*,*,*,*,*,*
net/libzmq3,zeromq,zeromq,*,*,*,*,*,*
net/libzmq4,zeromq,libzmq,*,*,*,*,*,*
net/libzmq4,zeromq,zeromq,*,*,*,*,*,*
net/linux-c7-avahi-libs,avahi,avahi,*,*,*,*,*,*
net/linux-c7-openldap,openldap,openldap,*,*,*,*,*,*
net/liveMedia,live555,liblivemedia,*,*,*,*,*,*
net/liveMedia,live555,live555,*,*,*,*,*,*
net/messagelib,kde,messagelib,*,*,*,*,*,*
net/minidlna,minidlna_project,minidlna,*,*,*,*,*,*
net/minidlna,readymedia_project,readymedia,*,*,*,*,*,*
net/minissdpd,miniupnp_project,minissdpd,*,*,*,*,*,*
net/miniupnpd,miniupnp.free,miniupnpd,*,*,*,*,*,*
net/miniupnpd,miniupnp_project,miniupnpd,*,*,*,*,*,*
net/mosquitto,eclipse,mosquitto,*,*,*,*,*,*
net/mpd5,mpd_project,mpd,*,*,*,*,*,*
net/mvfst,facebook,mvfst,*,*,*,*,*,*
net/nats-server,linuxfoundation,nats-server,*,*,*,*,*,*
net/nats-server,nats,nats_server,*,*,*,*,*,*
net/nats-streaming-server,nats,nats_streaming_server,*,*,*,*,*,*
net/nbd-server,network_block_device_project,network_block_device,*,*,*,*,*,*
net/nbdkit,nbdkit_project,nbdkit,*,*,*,*,*,*
net/ndpi,ntop,ndpi,*,*,*,*,*,*
net/netcat,netcat_project,netcat,*,*,*,*,*,*
net/nss-pam-ldapd,arthurdejong,nss-pam-ldapd,*,*,*,*,*,*
net/nss-pam-ldapd-sasl,arthurdejong,nss-pam-ldapd,*,*,*,*,*,*
net/ntopng,ntop,ntopng,*,*,*,*,*,*
net/ntp,ntp,ntp,*,*,*,*,*,*
net/ntpsec,ntpsec,ntpsec,*,*,*,*,*,*
net/openslp,openslp,openslp,*,*,*,*,*,*
net/openvswitch,openvswitch,openvswitch,*,*,*,*,*,*
net/php74-ldap,php,php,*,*,*,*,*,*
net/php74-ldap,php_group,php,*,*,*,*,*,*
net/php74-soap,php,php,*,*,*,*,*,*
net/php74-soap,php_group,php,*,*,*,*,*,*
net/php74-sockets,php,php,*,*,*,*,*,*
net/php74-sockets,php_group,php,*,*,*,*,*,*
net/php74-xmlrpc,php,php,*,*,*,*,*,*
net/php74-xmlrpc,php_group,php,*,*,*,*,*,*
net/php80-ldap,php,php,*,*,*,*,*,*
net/php80-ldap,php_group,php,*,*,*,*,*,*
net/php80-soap,php,php,*,*,*,*,*,*
net/php80-soap,php_group,php,*,*,*,*,*,*
net/php80-sockets,php,php,*,*,*,*,*,*
net/php80-sockets,php_group,php,*,*,*,*,*,*
net/php81-ldap,php,php,*,*,*,*,*,*
net/php81-ldap,php_group,php,*,*,*,*,*,*
net/php81-soap,php,php,*,*,*,*,*,*
net/php81-soap,php_group,php,*,*,*,*,*,*
net/php81-sockets,php,php,*,*,*,*,*,*
net/php81-sockets,php_group,php,*,*,*,*,*,*
net/php82-ldap,php,php,*,*,*,*,*,*
net/php82-ldap,php_group,php,*,*,*,*,*,*
net/php82-soap,php,php,*,*,*,*,*,*
net/php82-soap,php_group,php,*,*,*,*,*,*
net/php82-sockets,php,php,*,*,*,*,*,*
net/php82-sockets,php_group,php,*,*,*,*,*,*
net/phpldapadmin,deon_george,phpldapadmin,*,*,*,*,*,*
net/phpldapadmin,phpldapadmin,phpldapadmin,*,*,*,*,*,*
net/phpldapadmin,phpldapadmin_project,phpldapadmin,*,*,*,*,*,*
net/pichi,pichi_project,pichi,*,*,*,*,*,*
net/pjsip,pjsip,pjsip,*,*,*,*,*,*
net/pjsip,teluu,pjsip,*,*,*,*,*,*
net/py-avahi,avahi,avahi,*,*,*,*,*,*
net/py-impacket,secureauth,impacket,*,*,*,*,*,*
net/py-urllib3,python,urllib3,*,*,*,*,*,*
net/qt5-network,digia,qt,*,*,*,*,*,*
net/qt5-network,qt,qt,*,*,*,*,*,*
net/qt5-network,qt,qtsvg,*,*,*,*,*,*
net/qt5-networkauth,digia,qt,*,*,*,*,*,*
net/qt5-networkauth,qt,qt,*,*,*,*,*,*
net/qt5-networkauth,qt,qtsvg,*,*,*,*,*,*
net/quagga,quagga,quagga,*,*,*,*,*,*
net/rabbitmq-c,rabbitmq-c_project,rabbitmq-c,*,*,*,*,*,*
net/rabbitmq-c-devel,rabbitmq-c_project,rabbitmq-c,*,*,*,*,*,*
net/radsecproxy,uninett,radsecproxy,*,*,*,*,*,*
net/radvd,litech,router_advertisement_daemon,*,*,*,*,*,*
net/rclone,rclone,rclone,*,*,*,*,*,*
net/rdesktop,rdesktop,rdesktop,*,*,*,*,*,*
net/rinetd,rinetd,rinetd,*,*,*,*,*,*
net/routinator,nlnetlabs,routinator,*,*,*,*,*,*
net/rsync,andrew_tridgell,rsync,*,*,*,*,*,*
net/rsync,rsync,rsync,*,*,*,*,*,*
net/rsync,samba,rsync,*,*,*,*,*,*
net/rubygem-omniauth-auth0,auth0,omniauth-auth0,*,*,*,ruby,*,*
net/rubygem-open-uri-cached,open-uri-cached_project,open-uri-cached,*,*,*,*,*,*
net/rubygem-tweetstream,tweetstream_project,tweetstream,*,*,*,ruby,*,*
net/rubygem-twitter-stream,twitter-stream_project,twitter-stream,*,*,*,ruby,*,*
net/samba412,samba,samba,*,*,*,*,*,*
net/samba413,samba,samba,*,*,*,*,*,*
net/scapy,scapy,scapy,*,*,*,*,*,*
net/serveez,gnu,serveez,*,*,*,*,*,*
net/shadowsocks-libev,shadowsocks,shadowsocks-libev,*,*,*,*,*,*
net/smb4k,smb4k,smb4k,*,*,*,*,*,*
net/smb4k,smb4k_project,smb4k,*,*,*,*,*,*
net/socat,dest-unreach,socat,*,*,*,*,*,*
net/syncthing,syncthing,syncthing,*,*,*,*,*,*
net/tcpdump,tcpdump,tcpdump,*,*,*,*,*,*
net/tcpflow,digitalcorpora,tcpflow,*,*,*,*,*,*
net/tcpslice,tcpdump,tcpslice,*,*,*,*,*,*
net/tigervnc-server,tigervnc,tigervnc,*,*,*,*,*,*
net/tigervnc-viewer,tigervnc,tigervnc,*,*,*,*,*,*
net/tightvnc,tightvnc,tightvnc,*,*,*,*,*,*
net/tintin++,tintin,tintin\+\+,*,*,*,*,*,*
net/tintin++,tintin\+\+_project,tintin\+\+,*,*,*,*,*,*
net/traefik,containous,traefik,*,*,*,*,*,*
net/traefik,traefik,traefik,*,*,*,*,*,*
net/tshark,wireshark,wireshark,*,*,*,*,*,*
net/tshark-lite,wireshark,wireshark,*,*,*,*,*,*
net/turnserver,coturn_project,coturn,*,*,*,*,*,*
net/uriparser,uriparser_project,uriparser,*,*,*,*,*,*
net/usbredir,spice-space,usbredir,*,*,*,*,*,*
net/v2ray,v2fly,v2ray-core,*,*,*,*,*,*
net/vinagre,gnome,vinagre,*,*,*,*,*,*
net/wangle,facebook,wangle,*,*,*,*,*,*
net/wireshark,wireshark,wireshark,*,*,*,*,*,*
net/wireshark-lite,wireshark,wireshark,*,*,*,*,*,*
net/wpa_supplicant_gui,w1.fi,wpa_supplicant,*,*,*,*,*,*
net/wpa_supplicant_gui,wpa_supplicant,wpa_supplicant,*,*,*,*,*,*
net/x11vnc,x11vnc_project,x11vnc,*,*,*,*,*,*
net/xrdp,neutrinolabs,xrdp,*,*,*,*,*,*
net/xrdp,xrdp,xrdp,*,*,*,*,*,*
net/xrdp-devel,neutrinolabs,xrdp,*,*,*,*,*,*
net/xrdp-devel,xrdp,xrdp,*,*,*,*,*,*
news/inn,inn,inn,*,*,*,*,*,*
news/inn,isc,inn,*,*,*,*,*,*
news/leafnode,leafnode,leafnode,*,*,*,*,*,*
polish/libgadu,libgadu,libgadu,*,*,*,*,*,*
polish/libgadu,wojtek_kaniewsk,libgadu,*,*,*,*,*,*
polish/libreoffice,libreoffice,libreoffice,*,*,*,*,*,*
ports-mgmt/packagekit,packagekit_project,packagekit,*,*,*,*,*,*
portuguese/libreoffice,libreoffice,libreoffice,*,*,*,*,*,*
portuguese/libreoffice-pt_BR,libreoffice,libreoffice,*,*,*,*,*,*
print/a2ps,gnu,a2ps,*,*,*,*,*,*
print/abcm2ps,abcm2ps_project,abcm2ps,*,*,*,*,*,*
print/abcm2ps,moinejf,abcm2ps,*,*,*,*,*,*
print/cups,apple,cups,*,*,*,*,*,*
print/cups,cups,cups,*,*,*,*,*,*
print/cups,openprinting,cups,*,*,*,*,*,*
print/cups-filters,linuxfoundation,cups-filters,*,*,*,*,*,*
print/enscript-a4,gnu,enscript,*,*,*,*,*,*
print/enscript-letter,gnu,enscript,*,*,*,*,*,*
print/enscript-letterdj,gnu,enscript,*,*,*,*,*,*
print/fig2dev,fig2dev_project,fig2dev,*,*,*,*,*,*
print/fig2dev,xfig_project,fig2dev,*,*,*,*,*,*
print/fontforge,alexej_kryukov,fontforge,*,*,*,*,*,*
print/fontforge,fontforge,fontforge,*,*,*,*,*,*
print/foomatic-filters,linuxfoundation,foomatic-filters,*,*,*,*,*,*
print/foomatic-filters,linuxprinting.org,foomatic-filters,*,*,*,*,*,*
print/freetype2,freetype,freetype,*,*,*,*,*,*
print/freetype2,freetype,freetype2,*,*,*,*,*,*
print/ghostscript7-base,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript7-base,artifex,gpl_ghostscript,*,*,*,*,*,*
print/ghostscript7-commfont,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript7-commfont,artifex,gpl_ghostscript,*,*,*,*,*,*
print/ghostscript7-jpnfont,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript7-jpnfont,artifex,gpl_ghostscript,*,*,*,*,*,*
print/ghostscript7-korfont,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript7-korfont,artifex,gpl_ghostscript,*,*,*,*,*,*
print/ghostscript7-x11,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript7-x11,artifex,gpl_ghostscript,*,*,*,*,*,*
print/ghostscript8-base,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript8-base,artifex,gpl_ghostscript,*,*,*,*,*,*
print/ghostscript8-x11,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript8-x11,artifex,gpl_ghostscript,*,*,*,*,*,*
print/ghostscript9-agpl-base,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript9-agpl-base,artifex,gpl_ghostscript,*,*,*,*,*,*
print/ghostscript9-agpl-x11,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript9-agpl-x11,artifex,gpl_ghostscript,*,*,*,*,*,*
print/ghostscript9-base,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript9-base,artifex,gpl_ghostscript,*,*,*,*,*,*
print/ghostscript9-x11,artifex,ghostscript,*,*,*,*,*,*
print/ghostscript9-x11,artifex,gpl_ghostscript,*,*,*,*,*,*
print/gv,gnu,gv,*,*,*,*,*,*
print/gv,gv,gv,*,*,*,*,*,*
print/harfbuzz,harfbuzz_project,harfbuzz,*,*,*,*,*,*
print/harfbuzz-hb-view,harfbuzz_project,harfbuzz,*,*,*,*,*,*
print/harfbuzz-icu,harfbuzz_project,harfbuzz,*,*,*,*,*,*
print/hplip,hp,linux_imaging_and_printing_project,*,*,*,*,*,*
print/lilypond,lilypond,lilypond,*,*,*,*,*,*
print/lilypond-devel,lilypond,lilypond,*,*,*,*,*,*
print/linux-c7-cups-libs,apple,cups,*,*,*,*,*,*
print/linux-c7-cups-libs,cups,cups,*,*,*,*,*,*
print/linux-c7-cups-libs,openprinting,cups,*,*,*,*,*,*
print/linux-c7-freetype,freetype,freetype,*,*,*,*,*,*
print/linux-c7-freetype,freetype,freetype2,*,*,*,*,*,*
print/linux-c7-harfbuzz,harfbuzz_project,harfbuzz,*,*,*,*,*,*
print/lout,lout_project,lout,*,*,*,*,*,*
print/pdfbox,apache,pdfbox,*,*,*,*,*,*
print/py-pdf2,pypdf2_project,pypdf2,*,*,*,*,*,*
print/qpdf,qpdf_project,qpdf,*,*,*,*,*,*
print/qt5-printsupport,digia,qt,*,*,*,*,*,*
print/qt5-printsupport,qt,qt,*,*,*,*,*,*
print/qt5-printsupport,qt,qtsvg,*,*,*,*,*,*
print/texinfo,gnu,texinfo,*,*,*,*,*,*
russian/bugzilla44,mozilla,bugzilla,*,*,*,*,*,*
russian/gd,libgd,libgd,*,*,*,*,*,*
russian/libreoffice,libreoffice,libreoffice,*,*,*,*,*,*
russian/wordpress,wordpress,wordpress,*,*,*,*,*,*
science/hdf5,hdfgroup,hdf5,*,*,*,*,*,*
science/hdf5-18,hdfgroup,hdf5,*,*,*,*,*,*
science/libtensorflow1,google,tensorflow,*,*,*,*,*,*
science/libtensorflow1,tensorflow,tensorflow,*,*,*,*,*,*
science/py-scikit-learn,scikit-learn,scikit-learn,*,*,*,*,*,*
science/py-tensorflow,google,tensorflow,*,*,*,*,*,*
science/py-tensorflow,tensorflow,tensorflow,*,*,*,*,*,*
security/boringssl,google,boringssl,*,*,*,*,*,*
security/botan2,botan_project,botan,*,*,*,*,*,*
security/clamav,cisco,clam_antivirus,*,*,*,*,*,*
security/clamav,cisco,clamav,*,*,*,*,*,*
security/clamav,clam_anti-virus,clamav,*,*,*,*,*,*
security/clamav,clamav,clamav,*,*,*,*,*,*
security/clamav-lts,cisco,clam_antivirus,*,*,*,*,*,*
security/clamav-lts,cisco,clamav,*,*,*,*,*,*
security/clamav-lts,clam_anti-virus,clamav,*,*,*,*,*,*
security/clamav-lts,clamav,clamav,*,*,*,*,*,*
security/cracklib,cracklib_project,cracklib,*,*,*,*,*,*
security/cryptlib,cryptlib,cryptlib,*,*,*,*,*,*
security/cryptopp,cryptopp,crypto\+\+,*,*,*,*,*,*
security/cyrus-sasl2,carnegie_mellon_university,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2,cyrus,sasl,*,*,*,*,*,*
security/cyrus-sasl2,cyrusimap,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2-gssapi,carnegie_mellon_university,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2-gssapi,cyrus,sasl,*,*,*,*,*,*
security/cyrus-sasl2-gssapi,cyrusimap,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2-ldapdb,carnegie_mellon_university,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2-ldapdb,cyrus,sasl,*,*,*,*,*,*
security/cyrus-sasl2-ldapdb,cyrusimap,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2-saslauthd,carnegie_mellon_university,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2-saslauthd,cyrus,sasl,*,*,*,*,*,*
security/cyrus-sasl2-saslauthd,cyrusimap,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2-sql,carnegie_mellon_university,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2-sql,cyrus,sasl,*,*,*,*,*,*
security/cyrus-sasl2-sql,cyrusimap,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2-srp,carnegie_mellon_university,cyrus-sasl,*,*,*,*,*,*
security/cyrus-sasl2-srp,cyrus,sasl,*,*,*,*,*,*
security/cyrus-sasl2-srp,cyrusimap,cyrus-sasl,*,*,*,*,*,*
security/doas,doas_project,doas,*,*,*,*,*,*
security/dropbear,dropbear_project,dropbear,*,*,*,*,*,*
security/dropbear,dropbear_ssh_project,dropbear_ssh,*,*,*,*,*,*
security/fizz,facebook,fizz,*,*,*,*,*,*
security/gitjacker,gitjacker_project,gitjacker,*,*,*,*,*,*
security/gnome-keyring,gnome,gnome-keyring,*,*,*,*,*,*
security/gnome-keyring,gnome,gnome_keyring,*,*,*,*,*,*
security/gnupg,gnupg,gnupg,*,*,*,*,*,*
security/gnupg1,gnupg,gnupg,*,*,*,*,*,*
security/gnutls,gnu,gnutls,*,*,*,*,*,*
security/gnutls,gnutls,gnutls,*,*,*,*,*,*
security/gost-engine,gost_engine_project,gost_engine,*,*,*,*,*,*
security/gpgme,gnu,gpgme,*,*,*,*,*,*
security/gpgme-cpp,gnu,gpgme,*,*,*,*,*,*
security/gpgme-qt5,gnu,gpgme,*,*,*,*,*,*
security/gstreamer1-plugins-dtls,freedesktop,gst-plugins-bad,*,*,*,*,*,*
security/heimdal,h5l,heimdal,*,*,*,*,*,*
security/heimdal,heimdal,heimdal,*,*,*,*,*,*
security/heimdal,heimdal_project,heimdal,*,*,*,*,*,*
security/heimdal,kth,heimdal,*,*,*,*,*,*
security/i2p,geti2p,i2p,*,*,*,*,*,*
security/ipsec-tools,ipsec-tools,ipsec-tools,*,*,*,*,*,*
security/keepass,keepass,keepass,*,*,*,*,*,*
security/keybase,keybase,keybase,*,*,*,*,*,*
security/krb5,mit,kerberos,*,*,*,*,*,*
security/krb5,mit,kerberos_5,*,*,*,*,*,*
security/krb5-118,mit,kerberos,*,*,*,*,*,*
security/krb5-118,mit,kerberos_5,*,*,*,*,*,*
security/krb5-119,mit,kerberos,*,*,*,*,*,*
security/krb5-119,mit,kerberos_5,*,*,*,*,*,*
security/krb5-120,mit,kerberos,*,*,*,*,*,*
security/krb5-120,mit,kerberos_5,*,*,*,*,*,*
security/krb5-appl,mit,krb5-appl,*,*,*,*,*,*
security/krb5-devel,mit,kerberos,*,*,*,*,*,*
security/krb5-devel,mit,kerberos_5,*,*,*,*,*,*
security/lasso,entrouvert,lasso,*,*,*,*,*,*
security/libgcrypt,gnupg,libgcrypt,*,*,*,*,*,*
security/libgpg-error,gnupg,libgpg-error,*,*,*,*,*,*
security/libksba,libksba_library,libksba_library,*,*,*,*,*,*
security/libksba,libksba_project,libksba,*,*,*,*,*,*
security/libmcrypt,mcrypt,libmcrypt,*,*,*,*,*,*
security/libntlm,nongnu,libntlm,*,*,*,*,*,*
security/libotr,cypherpunks,libotr,*,*,*,*,*,*
security/libotr3,cypherpunks,libotr,*,*,*,*,*,*
security/libp11,opensc-project,opensc,*,*,*,*,*,*
security/libressl,openbsd,libressl,*,*,*,*,*,*
security/libressl-devel,openbsd,libressl,*,*,*,*,*,*
security/libreswan,libreswan,libreswan,*,*,*,*,*,*
security/libssh,libssh,libssh,*,*,*,*,*,*
security/libssh2,libssh2,libssh2,*,*,*,*,*,*
security/libtasn1,free_software_foundation_inc.,libtasn1,*,*,*,*,*,*
security/libtasn1,gnu,libtasn1,*,*,*,*,*,*
security/libtomcrypt,libtom,libtomcrypt,*,*,*,*,*,*
security/libtomcrypt,libtomcrypt,libtomcrypt,*,*,*,*,*,*
security/libu2f-host,yubico,libu2f-host,*,*,*,*,*,*
security/linux-c7-cyrus-sasl2,carnegie_mellon_university,cyrus-sasl,*,*,*,*,*,*
security/linux-c7-cyrus-sasl2,cyrus,sasl,*,*,*,*,*,*
security/linux-c7-cyrus-sasl2,cyrusimap,cyrus-sasl,*,*,*,*,*,*
security/linux-c7-gnutls,gnu,gnutls,*,*,*,*,*,*
security/linux-c7-gnutls,gnutls,gnutls,*,*,*,*,*,*
security/linux-c7-libgcrypt,gnupg,libgcrypt,*,*,*,*,*,*
security/linux-c7-libgpg-error,gnupg,libgpg-error,*,*,*,*,*,*
security/linux-c7-libssh2,libssh2,libssh2,*,*,*,*,*,*
security/linux-c7-libtasn1,free_software_foundation_inc.,libtasn1,*,*,*,*,*,*
security/linux-c7-libtasn1,gnu,libtasn1,*,*,*,*,*,*
security/linux-c7-nettle,nettle_project,nettle,*,*,*,*,*,*
security/linux-c7-nss,mozilla,network_security_services,*,*,*,*,*,*
security/linux-c7-nss,mozilla,nss,*,*,*,*,*,*
security/linux-c7-p11-kit,p11-kit_project,p11-kit,*,*,*,*,*,*
security/linux-c7-trousers,debian,trousers,*,*,*,*,*,*
security/linux-c7-trousers,trousers_project,trousers,*,*,*,*,*,*
security/linux-c7-trousers,trustedcomputinggroup,trousers,*,*,*,*,*,*
security/lynis,cisofy,lynis,*,*,*,*,*,*
security/mbedtls,arm,mbed_tls,*,*,*,*,*,*
security/mbedtls,mbed,mbedtls,*,*,*,*,*,*
security/mcrypt,mcrypt,mcrypt,*,*,*,*,*,*
security/metasploit,rapid7,metasploit,*,*,*,*,*,*
security/modsecurity3,modsecurity,modsecurity,*,*,*,*,*,*
security/modsecurity3,trustwave,modsecurity,*,*,*,*,*,*
security/nettle,nettle_project,nettle,*,*,*,*,*,*
security/nikto,cirt.net,nikto,*,*,*,*,*,*
security/nmap,nmap,nmap,*,*,*,*,*,*
security/nss,mozilla,network_security_services,*,*,*,*,*,*
security/nss,mozilla,nss,*,*,*,*,*,*
security/olm,matrix,olm,*,*,*,*,*,*
security/openconnect,infradead,openconnect,*,*,*,*,*,*
security/opensaml,internet2,opensaml,*,*,*,*,*,*
security/opensaml,shibboleth,opensaml,*,*,*,*,*,*
security/opensc,opensc_project,opensc,*,*,*,*,*,*
security/openssh-portable,openbsd,openssh,*,*,*,*,*,*
security/openssl,openssl,openssl,*,*,*,*,*,*
security/openssl-devel,openssl,openssl,*,*,*,*,*,*
security/openvpn,openvpn,openvpn,*,*,*,*,*,*
security/p11-kit,p11-kit_project,p11-kit,*,*,*,*,*,*
security/p5-Crypt-JWT,perl-crypt-jwt_project,perl-crypt-jwt,*,*,*,*,*,*
security/p5-Crypt-JWT,perl_crypt\:\:jwt_project,perl_crypt\:\:jwt,*,*,*,*,*,*
security/p5-Crypt-Perl,p5-crypt-perl_project,p5-crypt-perl,*,*,*,perl,*,*
security/php74-filter,php,php,*,*,*,*,*,*
security/php74-filter,php_group,php,*,*,*,*,*,*
security/php74-openssl,php,php,*,*,*,*,*,*
security/php74-openssl,php_group,php,*,*,*,*,*,*
security/php74-sodium,php,php,*,*,*,*,*,*
security/php74-sodium,php_group,php,*,*,*,*,*,*
security/php80-filter,php,php,*,*,*,*,*,*
security/php80-filter,php_group,php,*,*,*,*,*,*
security/php80-sodium,php,php,*,*,*,*,*,*
security/php80-sodium,php_group,php,*,*,*,*,*,*
security/php81-filter,php,php,*,*,*,*,*,*
security/php81-filter,php_group,php,*,*,*,*,*,*
security/php81-sodium,php,php,*,*,*,*,*,*
security/php81-sodium,php_group,php,*,*,*,*,*,*
security/php82-filter,php,php,*,*,*,*,*,*
security/php82-filter,php_group,php,*,*,*,*,*,*
security/php82-sodium,php,php,*,*,*,*,*,*
security/php82-sodium,php_group,php,*,*,*,*,*,*
security/pidgin-otr,cypherpunks,pidgin-otr,*,*,*,*,*,*
security/pkcs11-helper,opensc-project,opensc,*,*,*,*,*,*
security/putty,putty,putty,*,*,*,*,*,*
security/putty,simon_tatham,putty,*,*,*,*,*,*
security/putty-nogtk,putty,putty,*,*,*,*,*,*
security/putty-nogtk,simon_tatham,putty,*,*,*,*,*,*
security/py-cryptography,cryptography,python-cryptography,*,*,*,*,*,*
security/py-cryptography,cryptography_project,cryptography,*,*,*,python,*,*
security/py-cryptography,python-cryptography_project,python-cryptography,*,*,*,*,*,*
security/py-ecdsa,python-ecdsa_project,python-ecdsa,*,*,*,*,*,*
security/py-fail2ban,fail2ban,fail2ban,*,*,*,*,*,*
security/py-gpgme,gnu,gpgme,*,*,*,*,*,*
security/py-keyring,python,keyring,*,*,*,*,*,*
security/py-m2crypto,m2crypto_project,m2crypto,*,*,*,*,*,*
security/py-openssl,pyopenssl,pyopenssl,*,*,*,*,*,*
security/py-openssl,pyopenssl_project,pyopenssl,*,*,*,*,*,*
security/py-paramiko,paramiko,paramiko,*,*,*,*,*,*
security/py-pycrypto,dlitz,pycrypto,*,*,*,*,*,*
security/py-pycryptodome,python,pycryptodome,*,*,*,*,*,*
security/py-pysaml2,pysaml2_project,pysaml2,*,*,*,*,*,*
security/py-pysaml24,pysaml2_project,pysaml2,*,*,*,*,*,*
security/py-python-gnupg,python,python-gnupg,*,*,*,*,*,*
security/py-rsa,python-rsa_project,python-rsa,*,*,*,*,*,*
security/py-tlslite-ng,tlslite-ng_project,tlslite-ng,*,*,*,*,*,*
security/py-tuf,linuxfoundation,the_update_framework,*,*,*,python,*,*
security/rhash,rhash_project,rhash,*,*,*,*,*,*
security/rubygem-doorkeeper,doorkeeper_project,doorkeeper,*,*,*,ruby,*,*
security/rubygem-doorkeeper-rails5,doorkeeper_project,doorkeeper,*,*,*,ruby,*,*
security/rubygem-doorkeeper-rails50,doorkeeper_project,doorkeeper,*,*,*,ruby,*,*
security/rubygem-omniauth,omniauth,omniauth,*,*,*,ruby,*,*
security/rubygem-openssl,ruby-lang,openssl,*,*,*,ruby,*,*
security/shibboleth-sp,shibboleth,shibboleth-sp,*,*,*,*,*,*
security/signing-party,signing-party_project,signing-party,*,*,*,*,*,*
security/snort,martin_roesch,snort,*,*,*,*,*,*
security/snort,snort,snort,*,*,*,*,*,*
security/snort,sourcefire,snort,*,*,*,*,*,*
security/snort3,martin_roesch,snort,*,*,*,*,*,*
security/snort3,snort,snort,*,*,*,*,*,*
security/snort3,sourcefire,snort,*,*,*,*,*,*
security/sssd,fedorahosted,sssd,*,*,*,*,*,*
security/sssd,fedoraproject,sssd,*,*,*,*,*,*
security/sssd,sssd,sssd,*,*,*,*,*,*
security/steghide,steghide_project,steghide,*,*,*,*,*,*
security/strongswan,strongswan,strongswan,*,*,*,*,*,*
security/stunnel,stunnel,stunnel,*,*,*,*,*,*
security/subversion-gnome-keyring,apache,subversion,*,*,*,*,*,*
